YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2020,3,E & J GALLO WINERY,76288,NEW AMSTERDAM VODKA - 50ML,LIQUOR,13.94,15.0,0.0
2017,9,CONSTANTINE WINES INC,44869,GLAETZER WALLACE SHZ/GREN - 750ML,WINE,0.08,0.0,0.0
2019,9,DIAGEO NORTH AMERICA INC,28002,JOHNNIE WALKER RED - 50ML,LIQUOR,3.85,5.0,0.0
2017,12,FLAVOR SEEKERS LLC,335484,MANGRIA BROSE WINE COCKTAIL - 750ML,WINE,0.4,0.0,0.0
2019,10,"THE COUNTRY VINTNER, LLC DBA WINEBOW",81344,TILIA MERLOT - 750ML,WINE,0.82,1.0,2.0
2019,4,ARTISANS & VINES LLC,346828,BALDUCCI'S S/BLC - 750ML,WINE,0.0,0.0,17.0
2019,3,E & J GALLO WINERY,83313,LIVINGSTON CELLARS CHABLIS BLC - 1.5L,WINE,8.21,11.0,24.0
2019,7,RVWC LLC,348580,RAMONA LEMON WINE SPRITZ - 250ML,WINE,0.0,0.0,1.0
2017,10,CELICAR LLC DBA TWIN VALLEY DISTILLERS,11403,SUGAR ACT BARREL RUM - 750ML,LIQUOR,0.17,0.0,0.0
2017,8,ASAHI BEER USA INC,95516,ASAHI DRY 12/1 LTR CAN - 1L,BEER,7.49,8.0,72.0
2020,7,NEXTERRA WINE COMPANY,64005,COOPER'S HAWK WINTER RED 750ML,WINE,0.0,0.0,1.0
2017,6,PWSWN INC,312018,LOUIS COUTURIER BOURG CHARD - OAK - 750ML,WINE,0.0,0.0,3.0
2020,1,BACCHUS IMPORTERS LTD,304244,REVOLUTION MAL - 750ML,WINE,0.0,0.0,3.0
2019,3,ELITE WINES IMPORTS,237494,DOM NICOLAS ROSSIGNOL BEAUNE 1ER CRU REVERSEES - 750ML,WINE,0.0,0.0,1.0
2019,5,REPUBLIC NATIONAL DISTRIBUTING CO,234802,MT VEEDER MT BRAVE CAB 14 - 1.5L,WINE,0.0,0.0,0.0
2019,10,REPUBLIC NATIONAL DISTRIBUTING CO,126764,MANISCHEWITZ BLACKBERRY - 3L,WINE,0.75,1.0,0.0
2020,1,CAMPARI AMERICA LLC,18481,FRANGELICO LIQUEUR - 50ML,LIQUOR,0.12,0.0,0.0
2017,11,HEINEKEN USA,30885,STRONGBOW CHERRY BLOSSOM - 11.2OZ NR,BEER,3.0,3.0,29.75
2020,9,PUNTO VINO LLC,354341,BEAUCHENE PINOT NOIR - 750ML,WINE,1.66,2.0,5.0
2017,10,A VINTNERS SELECTIONS,331410,BUTTERNUT P/NOIR - 750ML,WINE,0.0,0.0,2.0
2017,11,DOPS INC,27651,DELIRIUM RED NR - 750ML,BEER,0.0,0.0,2.0
2020,3,JIM BEAM BRANDS CO,38768,RONRICO RUM - GOLD - 1.75L,LIQUOR,41.49,39.0,0.0
2019,11,BANVILLE & JONES WINE MERCHANTS,54259,QUADRI P/GRIG - 750ML,WINE,5.65,5.0,29.0
2017,10,DOPS INC,97024,GLUTENBERG PALE ALE - 16OZ CAN,BEER,0.0,0.0,1.0
2018,2,JACK POUST & COMPANY INC,64033,ENRICO PROSECCO BRUT 6/CS - 750ML,WINE,7.01,5.83,3.0
2019,4,BACKUP BEVERAGE,61077,DE LEITE JEUN' HOMME 11.2OZ LOOSE NR,BEER,0.0,0.0,1.0
2017,11,LEGENDS LTD,12936,FOUNDERS GREEN ZEBRA - 4/6CAN,BEER,0.0,0.0,9.0
2020,1,THE WINE GROUP,89575,TRIBUNO DRY VERMOUTH - 1L,WINE,7.44,4.0,1.0
2017,10,THE WINE GROUP,84692,BIG HOUSE PINOT EVIL P/NOIR - 3L,WINE,8.49,9.0,6.0
2019,3,CONSTANTINE WINES INC,336247,UNDERWOOD ROSE CAN - 375ML,WINE,1.44,3.0,4.0
2020,7,ELITE WINES IMPORTS,340271,BILLECART-SALMON NICOLAS FRANCOIS 02 - 750ML,WINE,0.0,0.0,1.0
2019,11,BACCHUS IMPORTERS LTD,47810,PRICHARDS SWEET LUCY BOURBON LIQ - 750ML,LIQUOR,1.53,4.0,0.0
2017,10,ELITE WINES IMPORTS,393975,THOMAS HENRY CHARD - 750ML,WINE,0.0,0.0,6.0
2020,9,BRONCO WINE COMPANY,75620,HACIENDA CHARD - 750ML,WINE,6.65,7.0,1.0
2019,1,ARTISANS & VINES LLC,350310,LUSTIG ZWEIGELT ROSE - 750ML,WINE,0.0,0.0,1.0
2017,12,BRONCO WINE COMPANY,84545,PICKET FENCE S/BLANC - 750ML,WINE,0.74,0.0,0.0
2019,3,REPUBLIC NATIONAL DISTRIBUTING CO,48693,BOOTLEGGER 21 VODKA - 750ML,LIQUOR,0.34,0.0,0.0
2020,9,ELITE WINES IMPORTS,315161,CA LA BIONDA VAL SUP - 750ML,WINE,0.0,0.0,1.0
2019,7,BROWN-FORMAN BEVERAGES WORLDWIDE,44829,SONOMA CUTRER P/NOIR - 750ML,WINE,0.34,0.0,0.0
2018,1,A VINTNERS SELECTIONS,320036,SANT ANTONIO CORVINA SCAIA - 750ML,WINE,0.0,0.0,1.0
2019,11,"THE COUNTRY VINTNER, LLC DBA WINEBOW",345168,JACOPO POLI MOSCATO GRAPPA - 375ML,LIQUOR,0.17,0.0,0.0
2019,1,DEUTSCH FAMILY WINE & SPIRITS,336865,JOSH CELLARS LEGACY - 750ML,WINE,18.86,24.92,11.0
2019,8,ROYAL WINE CORP,307787,BARTENURA ROSSO TOSCANO - 750ML,WINE,0.32,1.0,0.0
2019,9,BUCK DISTRIBUTING COMPANY INC,68431,BELLS OCTOBERFEST 4/6 NR,BEER,16.29,43.0,112.0
2017,6,E & J GALLO WINERY,85684,NAKED GRAPE HARVEST RED BLEND - 3L,WINE,0.0,0.0,1.0
2019,9,E & J GALLO WINERY,80587,BAREFOOT REFRESH MOSCATO SPRITZER - 250ML,WINE,6.32,11.0,14.0
2017,8,TREASURY WINE ESTATES AMERICAS COMPANY,88145,STERLING NAPA VLY CAB - 750ML,WINE,7.24,8.0,1.0
2017,11,MONSIEUR TOUTON SELECTION,45421,VILLA JOLANDA PROSECCO HOLIDAY - 750ML,WINE,0.0,0.0,76.0
2017,7,SOUTHERN GLAZERS WINE AND SPIRITS,71220,MAGELLAN GIN - 750ML,LIQUOR,0.17,0.0,0.0
2019,2,A VINTNERS SELECTIONS,323853,MONTELLIANIA EX BRUT PROS 6/CS - 750ML,WINE,0.0,0.0,24.0
2017,7,DIONYSOS IMPORTS INC,311278,BRANDY 1920 - 1L,LIQUOR,0.0,0.0,1.0
2017,10,YOUNG WON TRADING INC,313988,CHUM-CHURUM SOONHARI YUZU SOJU (CITRON) - 375ML,LIQUOR,4.4,8.0,0.0
2019,1,LEGENDS LTD,62772,LEFT HAND WAKE UP DEAD NITRO 6/4 CANS,BEER,0.0,0.0,1.0
2017,7,REPUBLIC NATIONAL DISTRIBUTING CO,317853,KENWOOD CAB - 375ML,WINE,0.0,0.0,1.0
2019,8,HEAVEN HILL DISTILLERIES INC,11860,ELIJAH CRAIG BOURBON  - 750ML,LIQUOR,27.55,35.0,2.0
2020,1,PERNOD RICARD USA LLC,42358,H WALKER DE MENTHE - GREEN - 750ML,LIQUOR,1.07,5.0,0.0
2020,3,SALVETO IMPORTS LLC,344300,PROEMIO-MALBEC - 750ML,WINE,0.24,0.0,0.0
2020,7,SOUTHERN GLAZERS WINE AND SPIRITS,317632,FATTORIADEL CERRO VINO NOBILE - 750ML,WINE,0.0,0.0,1.0
2019,7,BARON FRANCOIS LTD,335007,CH DE LA DEIDIERE ROSE - 750ML,WINE,2.87,2.0,4.0
2018,1,DIONYSOS IMPORTS INC,350087,BORGES PORTO RUBY - 750ML,WINE,0.0,0.0,3.0
2018,2,E & J GALLO WINERY,71872,NEW AMSTERDAM VODKA - COCONUT - 1.75L,LIQUOR,5.44,5.0,0.0
2018,1,YOUNG WON TRADING INC,46340,SHO CHIKU BAI NIGORI SAKE - 1.5L,WINE,3.68,5.0,2.0
2020,9,RELIABLE CHURCHILL LLLP,85183,DAILYS HURRICANE - 10.0Z,WINE,0.32,0.0,0.0
2019,10,LEGENDS LTD,63836,OMMEGANG 3 PHILOSOPHERS BLUEBERRY 1/6 KEG,KEGS,0.0,0.0,1.0
2019,9,ARTISANS & VINES LLC,320143,ZONTES FOOTSTEP LAKE DOCTOR - 750ML,WINE,0.0,0.0,3.0
2018,1,IMPERO WINE DISTRIBUTORS VIRGINIA INC,348553,BONFANTE CHIARLE BARBERA D'ASTI - 750ML,WINE,0.0,0.0,2.0
2017,11,MONSIEUR TOUTON SELECTION,332661,LE MACCHIOLE BOLGHERI ROSSO - 750ML,WINE,0.0,0.0,2.0
2020,7,DIONYSOS IMPORTS INC,323897,BEL AIR CRU BEAUJ BROUILLY - 750ML,WINE,0.0,0.0,1.0
2019,7,LEGENDS LTD,11358,OMMEGANG WITTE - 12.OZ 4/6NR,BEER,0.0,0.0,4.0
2019,6,PUNTO VINO LLC,361593,BRICO DEI TATI BARBERA - 750ML,WINE,0.66,0.0,16.0
2017,11,FLYING DOG BREWERY LLLP,23054,FLYING DOG GONZO IMP. PRTR 1/6K,KEGS,0.0,0.0,9.0
2020,9,REPUBLIC NATIONAL DISTRIBUTING CO,357731,ARCENO CHIANTI CLS RES RED - 750ML,WINE,1.01,1.0,0.0
2017,6,ELITE WINES IMPORTS,335003,BESO DE RECHENNA CAVA - 750ML,WINE,0.0,0.0,6.0
2019,4,E & J GALLO WINERY,77135,REDWOOD CREEK CHARD - 1.5L,WINE,22.84,26.0,8.0
2017,11,FLYING DOG BREWERY LLLP,25581,FLYING DOG THE TRUTH 1/2K,KEGS,0.0,0.0,8.0
2019,7,NEXTERRA WINE COMPANY,64152,COOPER'S HAWK ROSE 750ML,WINE,0.0,0.0,25.0
